date,feature,ic,ic_ma60,ic_std60
2020-01-20,atr10,0.22042552352284564,0.0026102537239867845,0.4204687407618362
2020-01-21,atr10,0.23846876660617225,0.0034677979366160377,0.4209034542351741
2020-01-22,atr10,-0.08679570702093502,0.00253910920404056,0.4210424097913603
2020-01-23,atr10,-0.3225478727324514,-0.0014939828361773184,0.4230063044587164
2020-01-28,atr10,0.38161620842314753,0.004979677468678255,0.4258860437831034
2020-01-29,atr10,-0.1838411472918497,0.009081591772805703,0.4228000113953011
2020-01-30,atr10,-0.09878417599556362,0.015512824184715952,0.4180707426081213
2020-01-31,atr10,0.04556979869830419,0.01928337980890269,0.41729091658157624
2020-02-03,atr10,-0.07721693173836763,0.010351527912554278,0.41344387877591726
2020-02-04,atr10,-0.07464540030156079,-0.0010212449187601935,0.40605227273073385
2020-02-05,atr10,0.4600074922259266,0.009539040970464983,0.40971048066375715
2020-02-06,atr10,0.13094503867124327,0.010633418889320612,0.40994952641908666
2020-02-07,atr10,-0.3042617324097492,-0.006687707086265053,0.4006752885855927
2020-02-10,atr10,0.613439996991637,0.014936809095288713,0.39850584948528717
2020-02-11,atr10,0.20006122055494716,0.022694300216851464,0.39748544378092154
2020-02-12,atr10,-0.409705285696295,0.017186230212565986,0.4011941566610516
2020-02-13,atr10,0.4173086958460575,0.023087249133716767,0.40447361374814617
2020-02-14,atr10,-0.1558205962954267,0.015170342561737512,0.40322647110885684
2020-02-17,atr10,0.23828800410819936,0.020810783654301588,0.40395250872987515
2020-02-18,atr10,-0.12123024398124128,0.020084604937639097,0.4041716312251646
2020-02-19,atr10,0.3604755254667108,0.013957546101024638,0.395959611171971
2020-02-20,atr10,-0.11663982227265443,0.011010430904583594,0.3962676329766726
2020-02-21,atr10,-0.2302480560885897,0.010631728062732165,0.39649081701647865
2020-02-24,atr10,-0.1415634548143571,0.012555652367192572,0.39544885964876464
2020-02-25,atr10,-0.044792875482111624,-0.001829406316565977,0.38107875837672806
2020-02-26,atr10,-0.01794450564597727,0.002293000583658905,0.37951506327728707
2020-02-27,atr10,-0.16763719154184958,-0.0034942515927827646,0.3794129945090103
2020-02-28,atr10,0.4353359574582288,0.014739896111276934,0.3736356065870347
2020-03-02,atr10,-0.2856895361534878,-0.003057989531168807,0.3617024842941407
2020-03-03,atr10,-0.10136999658109665,-0.011619526789541269,0.3577618529667997
2020-03-04,atr10,-0.035117599695998925,-0.017129121444538695,0.3554909049813317
2020-03-05,atr10,0.11553626522190677,-0.0027087081854046103,0.34258570982760295
2020-03-06,atr10,-0.026584644389354574,-0.010796873574607969,0.337193683560144
2020-03-09,atr10,0.518493410750799,-0.012723313459667675,0.33375965267550184
2020-03-10,atr10,-0.16213976624233992,-0.0043377599640220385,0.32324152703905523
2020-03-11,atr10,-0.01591085288059944,-0.009879093925216634,0.32048507434277934
2020-03-12,atr10,-0.07448718146897544,-0.004530998261986585,0.3165969173415624
2020-03-13,atr10,0.10093290985518523,0.00644869662311386,0.3083996889049852
2020-03-16,atr10,0.40826821125141044,0.01933357895131416,0.30877465518811137
2020-03-17,atr10,-0.7813772796453576,0.014473615266986529,0.3190475792786219
2020-03-18,atr10,-0.035198715702611134,0.024263132506259378,0.3079891899121224
2020-03-19,atr10,0.5386454389869788,0.03342284005212336,0.3150167931343992
2020-03-20,atr10,-0.4364121686819059,0.015598478743465297,0.31074076443983656
2020-03-23,atr10,0.03511909330192809,0.02413301143929248,0.3039411592326997
2020-03-24,atr10,0.20110954162728387,0.024688737224159044,0.3042385659816247
2020-03-25,atr10,-0.009326294228091407,0.03286663139025343,0.2963893262328181
2020-03-26,atr10,0.2601789419440794,0.04553627990055007,0.28938989601570936
2020-03-27,atr10,-0.2853985899241447,0.03244630343257533,0.28623043848086366
2020-03-30,atr10,-0.3160580297963041,0.02231379272221128,0.2876475829690378
2020-03-31,atr10,-0.3033947006261046,0.0184110920324297,0.29048522214227906
2020-04-01,atr10,0.06481532842378188,0.011728500832400172,0.28457108419551924
2020-04-02,atr10,-0.03718467324643942,0.008391385778225473,0.28393989246359796
2020-04-03,atr10,0.4082978606741495,0.018037038518414168,0.2875687575914716
2020-04-06,atr10,0.3082029302647339,0.030407639849041126,0.2837311485070487
2020-04-07,atr10,0.564470040725925,0.03740587181575614,0.2916623368032858
2020-04-08,atr10,-0.1565480405728326,0.036350708265989524,0.292256900023771
2020-04-09,atr10,-0.519718157286054,0.018078558339826502,0.2921785769375213
2020-04-10,atr10,-0.7781863760890382,0.008373703126925132,0.30861453689542845
2020-04-13,atr10,0.19987990727788976,0.008275482974897927,0.30855157878970785
2020-04-14,atr10,0.66611449183896,0.020303816636645256,0.319879045304776
2020-04-16,atr10,0.6495389711555526,0.027455707430523706,0.32909358885958295
2020-04-17,atr10,0.05179800192147249,0.024344528019112043,0.3279452748218037
2020-04-20,atr10,-0.5557169940485767,0.016529173235318016,0.3361242840337254
2020-04-21,atr10,0.30792814430863163,0.027037106852669402,0.33519808567623754
2020-04-22,atr10,0.038487570001760285,0.021318296212312945,0.3319574745060902
2020-04-23,atr10,-0.2515974787617317,0.020189024021148246,0.3327814530863393
2020-04-24,atr10,0.6206410622448579,0.032179444658488605,0.3412744820109388
2020-04-27,atr10,-0.6635668491171545,0.02036050052823096,0.35288473197344467
2020-04-28,atr10,0.6534839345261865,0.03253884829930686,0.3619522303827044
2020-04-29,atr10,-0.6663936632403884,0.0226763772503264,0.3728210753683368
2020-05-04,atr10,0.06431433877902382,0.016081491359544686,0.36842779493154465
2020-05-06,atr10,0.6613347554441833,0.02492131997242702,0.37748213451328505
2020-05-07,atr10,0.5048889057748134,0.038407163942169725,0.3799680689732506
2020-05-08,atr10,-0.6663200900070377,0.017077829158858485,0.3830486446285056
2020-05-11,atr10,-0.4999999641390767,0.00541014274729142,0.3880103094335296
2020-05-12,atr10,0.0,0.012238564175563005,0.38416713399636804
2018-12-28,atr14,0.0,,
2019-01-02,atr14,0.0,,
2019-01-03,atr14,0.0,,
2019-01-04,atr14,0.0,,
2019-01-07,atr14,0.0,,
2019-01-08,atr14,0.0,,
2019-01-09,atr14,0.0,,
2019-01-10,atr14,0.0,,
2019-01-11,atr14,0.0,,
2019-01-14,atr14,0.11470137961741597,,
2019-01-15,atr14,-0.3051983022061582,,
2019-01-16,atr14,-0.07383432894207673,,
2019-01-17,atr14,0.21055163706812624,,
2019-01-18,atr14,0.10331400846330521,,
2019-01-21,atr14,0.07111865937363931,,
2019-01-22,atr14,-0.1999506003308695,,
2019-01-23,atr14,-0.10248822359242948,,
2019-01-24,atr14,0.13418236794661736,,
2019-01-25,atr14,-0.1441471033782488,,
2019-01-28,atr14,0.08834450343008149,,
2019-01-29,atr14,0.020719361557972944,,
2019-01-30,atr14,-0.11901152690589441,,
2019-01-31,atr14,0.11766970130020628,,
2019-02-01,atr14,0.12343677399905426,,
2019-02-07,atr14,-0.03870457313432206,,
2019-02-08,atr14,0.5705682129679271,,
2019-02-11,atr14,-0.12529232680113458,,
2019-02-12,atr14,0.3425060748668865,,
2019-02-13,atr14,0.2700237240085711,,
2019-02-14,atr14,-0.05805854468022748,,
2019-02-15,atr14,0.37900244269294536,,
2019-02-18,atr14,-0.5379584838054543,,
2019-02-19,atr14,0.10807150233566219,,
2019-02-20,atr14,0.3054835601288322,,
2019-02-21,atr14,0.11516537433766172,,
2019-02-22,atr14,-0.08552516067901693,,
2019-02-25,atr14,-0.32138707388151805,,
2019-02-26,atr14,0.04757407006094616,,
2019-02-27,atr14,-0.134388584524942,,
2019-02-28,atr14,0.1746748678838135,,
2019-03-04,atr14,0.07689537245435403,,
2019-03-05,atr14,-0.33822797222547635,,
2019-03-06,atr14,0.2518317306749814,,
2019-03-07,atr14,0.1797303672950402,,
2019-03-08,atr14,0.09991793801184128,,
2019-03-11,atr14,-0.07887316099013847,,
2019-03-12,atr14,-0.08167952554316782,,
2019-03-13,atr14,0.29554964870334677,,
2019-03-14,atr14,0.18941533580826833,,
2019-03-15,atr14,-0.04195395914450966,,
2019-03-18,atr14,-0.04073090058051282,,
2019-03-19,atr14,0.008555985711339942,,
2019-03-20,atr14,-0.4419304570932973,,
2019-03-21,atr14,-0.5004136703973254,,
2019-03-22,atr14,-0.16950239162693825,,
2019-03-25,atr14,0.45042281814110935,,
2019-03-26,atr14,0.6015918663259681,,
2019-03-27,atr14,-0.1827758866495325,,
2019-03-28,atr14,0.07656832970095785,,
2019-03-29,atr14,0.7310409141092249,0.03560992953104843,0.24230967662555505
2019-04-01,atr14,-0.6802018146070272,0.024273232620931316,0.2593189230726951
2019-04-02,atr14,-0.24653101437211333,0.020164382381396093,0.26165265885609906
2019-04-03,atr14,-0.10135386658871931,0.0184751512715841,0.26211181440250114
2019-04-04,atr14,0.05048765704120124,0.01931661222227079,0.26213253788397595
2019-04-05,atr14,0.29452970998313416,0.02422544072198969,0.26451163504796615
2019-04-08,atr14,-0.055661336419143885,0.02329775178167063,0.2646955810893913
2019-04-09,atr14,-0.07748635283813712,0.022006312567701674,0.2650000278170153
2019-04-10,atr14,0.7399610143633513,0.0343389961404242,0.2807111079308295
2019-04-11,atr14,0.06977882312627211,0.03550197652586207,0.28071097700659153
2019-04-12,atr14,-0.21024579765186133,0.030086190238040777,0.282287270518312
2019-04-15,atr14,-0.25400361787233927,0.030939434976937755,0.2813324147967722
2019-04-16,atr14,0.8186863782351067,0.045814780096557484,0.2987550121774788
2019-04-17,atr14,-0.2630998402354035,0.03792058880816532,0.30058050603854475
2019-04-18,atr14,0.17968263774306625,0.03919339929616134,0.3010234737286631
2019-04-19,atr14,-0.6592185093986871,0.027021113149955898,0.31418883643220796
2019-04-22,atr14,0.7824012988972899,0.04339364480375855,0.3274752507173951
2019-04-23,atr14,0.4136122943488689,0.05199532010278019,0.3303440258630254
2019-04-24,atr14,0.29619957852129264,0.05469560694569145,0.3316866722930781
2019-04-25,atr14,-0.7496304777818029,0.04460421737229888,0.3467094403232707
2019-04-26,atr14,0.43985947916990975,0.05046280030129602,0.35041120769615
2019-04-29,atr14,0.6155348439847661,0.060376391675075906,0.3578897150229702
2019-04-30,atr14,-0.6648851853987248,0.05127849736686207,0.3692841418531839
2019-05-02,atr14,0.24335479420670147,0.05337324891530366,0.3700228600550381
2019-05-03,atr14,-0.34685900638258277,0.04553498590894303,0.37347858059090355
2019-05-07,atr14,-0.5405579902228392,0.03717076229080108,0.38094218206723673
2019-05-08,atr14,-0.43394180339589833,0.020428928684737325,0.37917208400918356
2019-05-09,atr14,-0.5545600131367231,0.01327446724581085,0.3859573856346015
2019-05-10,atr14,-0.6008905097121053,-0.0024488091638390137,0.39149420391470263
2019-05-13,atr14,-0.07403825512318368,-0.008183175482701593,0.38995231738591857
2019-05-14,atr14,0.643562300704718,0.0035105052737141643,0.3988497415416887
2019-05-15,atr14,-0.4807312091397334,-0.010818388923497149,0.4005708357704585
2019-05-16,atr14,0.10465687454529067,-0.00010813295098473207,0.3947867468879103
2019-05-17,atr14,-0.49999994419320964,-0.010242657059799263,0.39973644771557115
2019-05-20,atr14,-0.4999999686727412,-0.023667382539825484,0.4024697107270204
2019-05-21,atr14,0.4999999981538168,-0.01725347214288957,0.4077514803002224
2020-01-02,atr14,0.32252492506135105,-0.0104526373805501,0.40999024721921623
2020-01-03,atr14,-0.07282887053022513,-0.006310000658028553,0.40804638009888566
2020-01-06,atr14,0.42455043314449614,-0.00002706127330271979,0.4117753573659393
2020-01-07,atr14,0.13960024636434312,0.004539419241518699,0.4117793006163036
2020-01-08,atr14,-0.1444486024006846,-0.0007793052632229361,0.41160544260278376
2020-01-09,atr14,-0.43620363507254667,-0.009330955388671281,0.41527806756586405
2020-01-10,atr14,0.14221999265337829,-0.0013234893073570373,0.4134567753945264
2020-01-13,atr14,-0.103984453775973,-0.007253759048206277,0.4123143737310432
2020-01-14,atr14,0.5937599854477165,-0.00035326541232834076,0.41890864812885714
2020-01-15,atr14,-0.18313188676706552,-0.005070762491976787,0.4193538471210459
2020-01-16,atr14,0.16770683821625584,-0.0009610958385368823,0.41982630064939347
2020-01-17,atr14,-0.03767260690707804,-0.0002276471946020527,0.41972132065310674
2020-01-20,atr14,0.1778911683137541,-0.0021886218677619304,0.41858933015801014
2020-01-21,atr14,0.29763323049607776,-0.0003849902896317731,0.41966068806554907
2020-01-22,atr14,-0.0916489758042745,-0.0012132405672945204,0.4197931385111281
2020-01-23,atr14,-0.3027557559892394,-0.005580321490773296,0.4215703578153849
2020-01-28,atr14,0.3520805349605621,0.0001450876633804064,0.4240907934286216
2020-01-29,atr14,-0.18442741214696068,0.004436805079152684,0.42083166555503904
2020-01-30,atr14,-0.0936235970673109,0.011216639634652924,0.4158071999397049
2020-01-31,atr14,0.059475824695810024,0.015032943240032064,0.415170737883117
2020-02-03,atr14,-0.08959013543004002,0.006032727347179575,0.4114084770911943
2020-02-04,atr14,-0.1031748023048029,-0.005713383796666608,0.4041126813662158
2020-02-05,atr14,0.464680884090795,0.0050775623823388506,0.4079308985475138
2020-02-06,atr14,0.15483413002152904,0.006381992387681704,0.4082883549997991
2020-02-07,atr14,-0.2702748011096415,-0.010306602865966071,0.3985133675903368
2020-02-10,atr14,0.6270937534877529,0.011481656602280264,0.397001414617088
2020-02-11,atr14,0.18699860969323331,0.01870715033670271,0.39617023532577655
2020-02-12,atr14,-0.39496931824812526,0.01381355947571261,0.39947798999871836
2020-02-13,atr14,0.3382934257213371,0.018610322287048207,0.4016478528294933
2020-02-14,atr14,-0.0857915751874171,0.012271634200872352,0.40021808404411197
2020-02-17,atr14,0.2225154847176066,0.016907914553151528,0.4010282177698696
2020-02-18,atr14,-0.06465525777832937,0.017121766137481658,0.4009804463897281
2020-02-19,atr14,0.3902495437904123,0.011293241627932675,0.3927526336398315
2020-02-20,atr14,-0.09811997378587793,0.008494928346063507,0.39292695870302635
2020-02-21,atr14,-0.20111838789652978,0.0086470518419857,0.39284259465419163
2020-02-24,atr14,-0.1200243772266616,0.010880039186080328,0.3917034665063431
2020-02-25,atr14,-0.054611015575074515,-0.0036749173774226927,0.37713217405914534
2020-02-26,atr14,-0.01543341541344912,0.00045285636960988015,0.37559684902005547
2020-02-27,atr14,-0.16938278450159133,-0.00536490066780108,0.3754770217798669
2020-02-28,atr14,0.3663287182131779,0.011727553125730004,0.3684851979471171
2020-03-02,atr14,-0.27894896582687945,-0.005961617953006152,0.35612984527649866
2020-03-03,atr14,-0.07068997392916579,-0.014033322424306731,0.3519225136811011
2020-03-04,atr14,0.04914561315877151,-0.018150888513682083,0.34966928071197406
2020-03-05,atr14,0.0959012524822493,-0.0040586930092812125,0.33647922467022756
2020-03-06,atr14,-0.051555251137002336,-0.012248938514396413,0.331433599495626
2020-03-09,atr14,0.38747023797232305,-0.016050015281270466,0.3253639858241165
2020-03-10,atr14,0.16211794107329713,-0.0022666298400701003,0.3147557436868262
2020-03-11,atr14,0.12466856288487686,-0.004244733695433844,0.31355661771762716
2020-03-12,atr14,0.057740729328394406,0.002498595233082443,0.3103982326480683
2020-03-13,atr14,-0.23010519348241354,0.007672808512089537,0.30370772149278424
2020-03-16,atr14,0.4465451871114172,0.02234759168721146,0.30327950327056935
2020-03-17,atr14,-0.7885399725851895,0.018447925696403692,0.3121965043625651
2020-03-18,atr14,-0.027415830565534507,0.028005837015513204,0.3015096183999481
2020-03-19,atr14,0.5447175740775385,0.03831843416885858,0.3084617931495105
2020-03-20,atr14,-0.4253157839470488,0.02050379942466246,0.30374406235982754
2020-03-23,atr14,0.03207822718188373,0.02905062336335608,0.29653025716120157
2020-03-24,atr14,0.1971756709675481,0.03059260330372704,0.2971699415531413
2020-03-25,atr14,0.00957354791412133,0.039085494838849225,0.288915977241865
2020-03-26,atr14,0.28897621451917477,0.05223509789204782,0.28183212889034964
2020-03-27,atr14,-0.28052870466240626,0.039226286178444106,0.27881152661619685
2020-03-30,atr14,-0.31587222672788084,0.02858633364862357,0.27999577765443406
2020-03-31,atr14,-0.2970107343620357,0.02484996925142673,0.28285323728394185
2020-04-01,atr14,0.06703642501626235,0.0188914024492895,0.278014761277163
2020-04-02,atr14,-0.030680395039918082,0.01605339175921848,0.2776305227205256
2020-04-03,atr14,0.3845822636862112,0.024870572860666743,0.28082903297619055
2020-04-06,atr14,0.24902994227129113,0.03629113248306404,0.27564605303664586
2020-04-07,atr14,0.5957240218410602,0.04384953296952541,0.28466991041751455
2020-04-08,atr14,-0.17390732286951485,0.04268415181796637,0.2854274875935488
2020-04-09,atr14,-0.4923833362250781,0.024581763123419798,0.2843253401349077
2020-04-10,atr14,-0.7763795137107345,0.014694302674358646,0.301469320970996
2020-04-13,atr14,0.20805746458008598,0.015366813113755816,0.3018611948900885
2020-04-14,atr14,0.6504369083463939,0.026835305034647018,0.31268926323526397
2020-04-16,atr14,0.6523762120424322,0.03474338909679165,0.32242279932924817
2020-04-17,atr14,0.056135178681859244,0.030718421566554677,0.3205875365860592
2020-04-20,atr14,-0.5556465095759092,0.022985129337027434,0.32907336702581536
2020-04-21,atr14,0.2937743580973914,0.032927297905137945,0.3280749307586685
2020-04-22,atr14,0.06015911837888747,0.02806194096211003,0.3254154823433975
2020-04-23,atr14,-0.23100479043556463,0.027285651323966636,0.3259860302032974
2020-04-24,atr14,0.6195665915409748,0.03917215446743806,0.33439667274299656
2020-04-27,atr14,-0.6572572499316184,0.027226603223647592,0.34625078729322273
2020-04-28,atr14,0.6521138717483907,0.039588336676621434,0.35513559251210014
2020-04-29,atr14,-0.6666635873765081,0.030196856925426348,0.3662516160183749
2020-05-04,atr14,0.0717379622893752,0.02364780822873602,0.36183736442086706
2020-05-06,atr14,0.6503278683541808,0.03190603720094688,0.37043438919410987
2020-05-07,atr14,0.5381303736261099,0.04537945677987607,0.37394222346251316
2020-05-08,atr14,-0.6665032917842684,0.02381950602534238,0.37711280600924507
2020-05-11,atr14,-0.4999999641390936,0.012369529794803602,0.3824657587204404
2020-05-12,atr14,0.0,0.01895235176560569,0.37871664185950227
2018-12-28,atr5,0.15158577189561392,,
2019-01-02,atr5,-0.3540268439364623,,
2019-01-03,atr5,0.19035107214556457,,
2019-01-04,atr5,-0.1314840860528397,,
2019-01-07,atr5,-0.011688902331363639,,
2019-01-08,atr5,-0.04150882740150345,,
2019-01-09,atr5,-0.0019844143605425883,,
2019-01-10,atr5,0.3575485509964674,,
2019-01-11,atr5,-0.12154654836373752,,
2019-01-14,atr5,0.141574039735449,,
2019-01-15,atr5,-0.2878249869253338,,
2019-01-16,atr5,-0.13548957058251335,,
2019-01-17,atr5,0.2791956580184703,,
2019-01-18,atr5,0.08765299341895544,,
2019-01-21,atr5,0.03636574274194036,,
2019-01-22,atr5,-0.20678254300631985,,
2019-01-23,atr5,-0.10559909347445971,,
2019-01-24,atr5,0.2089850522240873,,
2019-01-25,atr5,-0.05053072211236458,,
2019-01-28,atr5,0.05197771386252494,,
2019-01-29,atr5,0.04798097547235071,,
2019-01-30,atr5,-0.21760611589841183,,
2019-01-31,atr5,0.07510316685691361,,
2019-02-01,atr5,0.29563881960115385,,
2019-02-07,atr5,-0.06736747592564726,,
2019-02-08,atr5,0.5432521362447378,,
2019-02-11,atr5,-0.11688555153959918,,
2019-02-12,atr5,0.355246977624522,,
2019-02-13,atr5,0.3240729168067203,,
2019-02-14,atr5,-0.02686315536384767,,
2019-02-15,atr5,0.42354610112330515,,
2019-02-18,atr5,-0.4814937551743864,,
2019-02-19,atr5,0.0696548622185159,,
2019-02-20,atr5,0.31593173981248474,,
2019-02-21,atr5,0.09134866593736325,,
2019-02-22,atr5,-0.14431078014207407,,
2019-02-25,atr5,-0.31293132565919224,,
2019-02-26,atr5,0.11548721204309388,,
2019-02-27,atr5,-0.19561903281306253,,
2019-02-28,atr5,0.19154356629755276,,
2019-03-04,atr5,0.08722673999861556,,
2019-03-05,atr5,-0.337786099206864,,
2019-03-06,atr5,0.24475274680328385,,
2019-03-07,atr5,0.1532844619644943,,
2019-03-08,atr5,0.15736541860664316,,
2019-03-11,atr5,-0.11237895122808564,,
2019-03-12,atr5,-0.10966999898435263,,
2019-03-13,atr5,0.23283069465376185,,
2019-03-14,atr5,0.23730149437872877,,
2019-03-15,atr5,-0.09426376159506261,,
2019-03-18,atr5,-0.058279582013654255,,
2019-03-19,atr5,0.0025500897005182655,,
2019-03-20,atr5,-0.43502292314322855,,
2019-03-21,atr5,-0.4857545013935559,,
2019-03-22,atr5,-0.13759198603775202,,
2019-03-25,atr5,0.43946135951219967,,
2019-03-26,atr5,0.6401789678848777,,
2019-03-27,atr5,-0.13788192271742877,,
2019-03-28,atr5,0.0365019768779981,,
2019-03-29,atr5,0.7250061446589503,0.039838839545570215,0.25880358310347906
2019-04-01,atr5,-0.6921612263696418,0.025776389574482615,0.2750423681588611
2019-04-02,atr5,-0.2743688613311623,0.027104022617904282,0.27336512094321447
2019-04-03,atr5,-0.04356872078953944,0.023205359402319214,0.27266462713466705
2019-04-04,atr5,0.05461154594148886,0.026306953268891358,0.27193263951199426
2019-04-05,atr5,0.3548228777010369,0.032415482936098035,0.27516203069287754
2019-04-08,atr5,-0.10614538222143889,0.03133820702243244,0.27558256086301797
2019-04-09,atr5,-0.05834635772451629,0.030398841299699546,0.2757940493832578
2019-04-10,atr5,0.6263907216123877,0.03487954414329822,0.2832814342903804
2019-04-11,atr5,0.12105374118009456,0.038922882302362086,0.28274171733625697
2019-04-12,atr5,-0.20049944947330853,0.03322165748221613,0.28408238837114685
