year_month,feature,monthly_event_pred_mean,monthly_direction_acc_mean,days_in_month,monthly_success_rate
2020-03,sma50,-0.048484848484848485,0.5,22,0.024242424242424242
2020-03,pos_in_don20,0.045454545454545456,0.45454545454545453,22,0.02066115702479339
2020-03,rsi5,0.044642857142857144,0.45454545454545453,22,0.020292207792207792
2020-03,ma_squeeze_20_50,-0.03409090909090909,0.5,22,0.017045454545454544
2020-03,sma10,-0.030303030303030307,0.5,22,0.015151515151515154
2020-03,ema20,-0.030303030303030307,0.5,22,0.015151515151515154
2020-03,sma5,-0.030303030303030307,0.5,22,0.015151515151515154
2020-03,ema5,-0.030303030303030307,0.5,22,0.015151515151515154
2020-03,don20_hi,-0.030303030303030307,0.5,22,0.015151515151515154
2020-03,ema10,-0.030303030303030307,0.5,22,0.015151515151515154
2020-03,sma20,-0.030303030303030307,0.5,22,0.015151515151515154
2020-03,ema50,-0.030303030303030307,0.5,22,0.015151515151515154
2020-03,rsi6,0.030411255411255424,0.45454545454545453,22,0.01382329791420701
2020-03,don55_hi,-0.025757575757575757,0.5,22,0.012878787878787878
2020-03,stochk5,0.024242424242424235,0.45454545454545453,22,0.01101928374655647
2020-03,stochk14,0.022727272727272724,0.45454545454545453,22,0.010330578512396693
2020-03,corr_obv_vwap20,0.017617609663064204,0.45454545454545453,22,0.00800800439230191
2020-03,macd_signal,0.009090909090909087,0.45454545454545453,22,0.004132231404958676
2020-03,stochd14,0.005303030303030299,0.45454545454545453,22,0.0024104683195592265
2020-04,obv,0.4583333333333333,0.625,4,0.2864583333333333
2020-04,logret_1,0.25,0.625,4,0.15625
2020-04,sma5,-0.25,0.625,4,0.15625
2020-04,vwap20,-0.25,0.625,4,0.15625
2020-04,atr5,-0.25,0.625,4,0.15625
2020-04,sma20,-0.25,0.625,4,0.15625
2020-04,sma10,-0.25,0.625,4,0.15625
2020-04,vwap10,-0.25,0.625,4,0.15625
2020-04,don20_hi,-0.25,0.625,4,0.15625
2020-04,ema10,-0.25,0.625,4,0.15625
2020-04,sma50,-0.25,0.625,4,0.15625
2020-04,ema5,-0.25,0.625,4,0.15625
2020-04,ema20,-0.25,0.625,4,0.15625
2020-04,ema50,-0.25,0.625,4,0.15625
2020-04,don55_hi,-0.25,0.625,4,0.15625
2020-04,corr_obv_vwap20,-0.1875,0.625,4,0.1171875
2020-04,pos_in_don20,-0.16666666666666669,0.625,4,0.10416666666666669
2020-04,macd,-0.25,0.375,4,0.09375
2020-04,don55_lo,-0.25,0.375,4,0.09375
2020-04,don20_lo,-0.25,0.375,4,0.09375
2020-04,atr10,-0.125,0.625,4,0.078125
2020-04,parkinson20,-0.125,0.625,4,0.078125
2020-04,rsi5,-0.125,0.625,4,0.078125
2020-04,rel_range,-0.125,0.625,4,0.078125
2020-04,tr14,-0.125,0.625,4,0.078125
2020-04,stochd14,-0.125,0.625,4,0.078125
2020-04,gk20,-0.125,0.625,4,0.078125
2020-04,stochk5,0.125,0.625,4,0.078125
2020-04,atr14,-0.125,0.625,4,0.078125
2020-04,rsi10,0.125,0.625,4,0.078125
2020-04,vol10,-0.125,0.625,4,0.078125
2020-04,vol20,-0.125,0.625,4,0.078125
2020-04,dev_sma20,-0.16666666666666669,0.375,4,0.0625
2020-04,vol_z20,-0.16666666666666669,0.375,4,0.0625
2020-04,roc20,-0.16666666666666669,0.375,4,0.0625
2020-04,cmf20,-0.08333333333333333,0.625,4,0.05208333333333333
2020-04,corr_close_vol20,0.08333333333333333,0.625,4,0.05208333333333333
2020-04,roc10,0.08333333333333333,0.625,4,0.05208333333333333
2020-04,rsi6,-0.08333333333333331,0.625,4,0.05208333333333332
2020-04,vol_roc5,0.08333333333333331,0.625,4,0.05208333333333332
2020-04,macd_signal,-0.125,0.375,4,0.046875
2020-04,rsi14,-0.04166666666666667,0.625,4,0.02604166666666667
2020-04,curv5,0.04166666666666667,0.625,4,0.02604166666666667
2020-04,macd_hist,-0.04166666666666667,0.625,4,0.02604166666666667
2020-04,stochk14,-0.04166666666666667,0.625,4,0.02604166666666667
2020-04,roc5,-0.04166666666666666,0.625,4,0.02604166666666666
2020-04,ret_5,-0.04166666666666666,0.625,4,0.02604166666666666
2020-04,ema12_26_rel,-0.04166666666666667,0.375,4,0.015625
2020-04,dev_ema20,-0.04166666666666667,0.375,4,0.015625
2020-04,cci20,-0.04166666666666667,0.375,4,0.015625
2020-04,willr14,0.0,0.375,4,0.0
2020-04,mfi14,0.0,0.375,4,0.0
2020-04,ma_squeeze_20_50,0.0,0.375,4,0.0
