year_month,feature,monthly_event_pred_mean,monthly_direction_acc_mean,days_in_month,monthly_success_rate
2020-02,sma50,-0.07839285714285713,0.5,20,0.03919642857142856
2020-02,ema12_26_rel,0.07333333333333333,0.5,20,0.03666666666666667
2020-02,pos_in_don20,0.06999999999999999,0.5,20,0.034999999999999996
2020-02,dev_ema20,0.06833333333333333,0.5,20,0.034166666666666665
2020-02,cci20,0.06714285714285714,0.5,20,0.03357142857142857
2020-02,stochk5,0.06499999999999999,0.5,20,0.032499999999999994
2020-02,stochk14,0.05833333333333333,0.5,20,0.029166666666666664
2020-02,ret_5,0.05833333333333331,0.5,20,0.029166666666666657
2020-02,roc5,0.05833333333333331,0.5,20,0.029166666666666657
2020-02,dev_sma20,0.05714285714285714,0.5,20,0.02857142857142857
2020-02,vol_z20,0.05333333333333333,0.5,20,0.026666666666666665
2020-02,willr14,0.05,0.5,20,0.025
2020-02,corr_close_vol20,0.04918650793650794,0.5,20,0.02459325396825397
2020-02,roc20,0.04666666666666667,0.5,20,0.023333333333333334
2020-02,macd,0.034999999999999996,0.5,20,0.017499999999999998
2020-02,don20_hi,0.03166666666666666,0.5,20,0.01583333333333333
2020-02,don55_hi,0.02375,0.5,20,0.011875
2020-02,ma_squeeze_20_50,0.021666666666666667,0.5,20,0.010833333333333334
2020-02,corr_obv_vwap20,-0.017082084582084586,0.5,20,0.008541042291042293
2020-02,ema20,-0.01666666666666667,0.5,20,0.008333333333333335
2020-02,sma10,-0.01666666666666667,0.5,20,0.008333333333333335
2020-02,ema10,-0.01666666666666667,0.5,20,0.008333333333333335
2020-02,don20_lo,-0.01666666666666667,0.5,20,0.008333333333333335
2020-02,sma20,-0.01666666666666667,0.5,20,0.008333333333333335
2020-02,ema50,-0.01666666666666667,0.5,20,0.008333333333333335
2020-02,vwap20,-0.01666666666666667,0.5,20,0.008333333333333335
2020-02,vwap10,0.011666666666666664,0.5,20,0.005833333333333332
2020-02,logret_1,0.009999999999999995,0.5,20,0.0049999999999999975
2020-02,sma5,-0.008333333333333337,0.5,20,0.004166666666666668
2020-02,curv5,0.0033333333333333327,0.5,20,0.0016666666666666663
2020-02,don55_lo,-0.0029166666666666672,0.5,20,0.0014583333333333336
2020-02,macd_signal,0.0016666666666666676,0.5,20,0.0008333333333333338
2020-02,ema5,0.0016666666666666635,0.5,20,0.0008333333333333318
2020-02,cmf20,0.0,0.5,20,0.0
2020-03,vol20,0.34545454545454546,0.5454545454545454,22,0.1884297520661157
2020-03,rel_range,0.28939393939393937,0.5454545454545454,22,0.15785123966942147
2020-03,parkinson20,0.31363636363636366,0.5,22,0.15681818181818183
2020-03,gk20,0.3060606060606061,0.45454545454545453,22,0.1391184573002755
2020-03,vol10,0.29090909090909095,0.45454545454545453,22,0.1322314049586777
2020-03,ret_5,-0.22196969696969696,0.45454545454545453,22,0.1008953168044077
2020-03,roc5,-0.22196969696969696,0.45454545454545453,22,0.1008953168044077
2020-03,dev_sma20,-0.20378787878787882,0.45454545454545453,22,0.09263085399449038
2020-03,vol_roc5,0.17424242424242425,0.5,22,0.08712121212121213
2020-03,roc10,-0.1863636363636364,0.45454545454545453,22,0.0847107438016529
2020-03,cci20,-0.18333333333333338,0.45454545454545453,22,0.08333333333333336
2020-03,roc20,-0.1606060606060606,0.45454545454545453,22,0.07300275482093664
2020-03,dev_ema20,-0.15681818181818183,0.45454545454545453,22,0.07128099173553719
2020-03,willr14,-0.14924242424242426,0.45454545454545453,22,0.0678374655647383
2020-03,macd_hist,-0.15681818181818183,0.4090909090909091,22,0.06415289256198348
2020-03,rsi14,0.14015151515151517,0.45454545454545453,22,0.06370523415977962
2020-03,mfi14,-0.12651515151515152,0.45454545454545453,22,0.0575068870523416
2020-03,logret_1,-0.10075757575757573,0.5454545454545454,22,0.05495867768595039
2020-03,corr_close_vol20,0.1154761904761905,0.45454545454545453,22,0.052489177489177495
2020-03,obv,0.09469696969696971,0.5454545454545454,22,0.05165289256198347
2020-03,ema12_26_rel,-0.11212121212121212,0.45454545454545453,22,0.05096418732782369
2020-03,don55_lo,-0.09166666666666666,0.5,22,0.04583333333333333
2020-03,atr10,0.08863636363636364,0.5,22,0.04431818181818182
2020-03,vol_z20,0.08333333333333331,0.5,22,0.04166666666666666
2020-03,rsi10,0.0909090909090909,0.45454545454545453,22,0.04132231404958677
2020-03,curv5,-0.07803030303030302,0.5,22,0.03901515151515151
2020-03,atr5,0.07727272727272727,0.5,22,0.038636363636363635
2020-03,macd,-0.07575757575757575,0.45454545454545453,22,0.034435261707988975
2020-03,vwap10,0.0681818181818182,0.5,22,0.0340909090909091
2020-03,don20_lo,-0.06439393939393939,0.5,22,0.032196969696969696
2020-03,vwap20,0.05303030303030305,0.5,22,0.026515151515151526
2020-03,atr14,0.05075757575757577,0.5,22,0.025378787878787886
2020-03,tr14,0.05075757575757577,0.5,22,0.025378787878787886
2020-03,cmf20,-0.05,0.5,22,0.025
